Creation Time,Marketplace Type,ProFinder Service Category,Top Level Service Category,Secondary Service Category,Use Profile Location,Available to Work Remotely,Pricing Info Provided,Status,Media
Tue Aug 05 08:13:42 UTC 2025,SERVICE_MARKETPLACE,,,"IT Consulting, Business Analytics, Application Development",false,true,false,ACTIVE,https://www.linkedin.com/services/page/315937339726774076
